Frame,Theta,GMNIA_ALR_H,GMNIA_ALR_V,GNA_ALR_H,GNA_ALR_V,GNA_Notional_Loads_ALR_H,GNA_Notional_Loads_ALR_V,GMNIA_del2_over_del1,GNA_del2_over_del1,GNA_Notional_Loads_del2_over_del1
W8X31_x_1X2.2859999999999996,2.0,5.023354171262034,0.17541939309005092,4.997465724970376,0.17451534862460044,4.993962708562217,0.17439302059608533,1.0064988572549054,1.0064651455326405,1.0064605841089271
W8X31_x_1X2.2859999999999996,3.0,4.9783294964576665,0.260903193448607,4.967117099404186,0.26031557661859445,4.961925351100955,0.2600434886194256,1.0096968951693164,1.0096748416278485,1.0096646303648782
W8X31_x_1X2.2859999999999996,4.0,4.934024505037675,0.34502060368844145,4.9370802787537,0.3452342842024239,4.9302388764903995,0.34475588675292823,1.012863950413144,1.0128720211688944,1.012853952181999
W8X31_x_1X2.2859999999999996,5.0,4.890395711714546,0.42785418493081556,4.907332453348003,0.4293359578208106,4.898878551846108,0.42859633727683005,1.0160023738628643,1.0160586948715815,1.0160305816934976
W8X31_x_1X2.2859999999999996,6.0,4.84740176077392,0.5094824550916364,4.8778515994033285,0.5126828620947437,4.867820544515202,0.5116285557418192,1.0191144394682696,1.0192368474849631,1.0191965194689183
W8X31_x_1X2.2859999999999996,7.0,4.814572571260212,0.5911551790973535,4.848616409346362,0.595335236808211,4.837041844292629,0.5939140589204462,1.0222475633352006,1.0224084427904423,1.0223537396346656
W8X31_x_1X2.2859999999999996,8.0,4.787914090007273,0.6728974426929633,4.819750405533768,0.6773717450509056,4.807019825957837,0.675582578771059,1.0254029300633034,1.025576213383749,1.02550691442862
W8X31_x_1X2.2859999999999996,9.0,4.761420246690445,0.7541348809219816,4.7915087825634854,0.7589004368364178,4.777238199833211,0.7566401985775784,1.0285583943621457,1.0287441105651989,1.0286560194426626
W8X31_x_1X2.2859999999999996,10.0,4.735073520537605,0.8349212173089975,4.763442342424877,0.8399234060186367,4.747661239865683,0.8371407718521231,1.0317158798906751,1.0319120322742397,1.0318029066637746
W8X31_x_1X2.2859999999999996,11.0,4.708856763233637,0.9153090333225908,4.735532510821755,0.9204942733852489,4.718268999865115,0.9171385867886948,1.034877315237916,1.035081909692066,1.034949494741977
W8X31_x_1X2.2859999999999996,12.0,4.682753152947824,0.9953499093400447,4.707761110087102,1.000665514723961,4.689042005872472,0.9966866462945563,1.0380446386426103,1.0382556787698944,1.0380977015958355
W8X31_x_1X2.2859999999999996,13.0,4.656746150123049,1.0750945602098385,4.680110310406634,1.0804886016316773,4.659961202669827,1.0758368135756866,1.0412198027630268,1.041435284965868,1.0412494490913164
W8X31_x_1X2.2859999999999996,14.0,4.624113203407103,1.1529209099262756,4.652562582920278,1.160014136902423,4.631007902576367,1.1546399515003527,1.0443375883691606,1.0446226880313743,1.0444066677411132
W8X31_x_1X2.2859999999999996,15.0,4.591150676137529,1.230195116000654,4.625100654433446,1.239291985268099,4.602410655447586,1.2332122183635748,1.047451996236287,1.047819866871904,1.047573976656269
W8X31_x_1X2.2859999999999996,16.0,4.55835154483543,1.3070862721480934,4.597741236017237,1.3183810843409411,4.574130046469271,1.3116106846857851,1.0505696706570857,1.0510292186966745,1.0507537050299374
W8X31_x_1X2.2859999999999996,17.0,4.525694753118054,1.3836437409446662,4.570926884976396,1.3974725914415453,4.545915555647272,1.3898258606815654,1.0536925202788097,1.0542586151175428,1.0539455141861551
W8X31_x_1X2.2859999999999996,18.0,4.493159599793504,1.4599160522908723,4.5441407623428915,1.4764808361400192,4.5177498136070815,1.4679058970934817,1.0568224664112893,1.057504713882964,1.057151429939628
W8X31_x_1X2.2859999999999996,19.0,4.460725685379994,1.5359510287867995,4.517366522001434,1.55545403287539,4.48961557028843,1.5458986139055346,1.0599614477797794,1.0607696391338244,1.0603735133313026
W8X31_x_1X2.2859999999999996,20.0,4.4283728602259,1.6117959073545132,4.490587846819316,1.6344403105997873,4.461495652560706,1.6238516178401634,1.0631114253688734,1.0640555628157682,1.06361386605987
W8X31_x_1X2.2859999999999996,21.0,4.390061523019576,1.6851867302800174,4.463788408848883,1.7134878301650505,4.433372922238111,1.7018124187470738,1.0661775589779405,1.067364710677558,1.066874636132988
W8X31_x_1X2.2859999999999996,22.0,4.351073017337341,1.7579476095279936,4.436951829473943,1.7926449018747515,4.405230234276112,1.779828545489501,1.06923508207275,1.0706993685674764,1.0701580237714117
W8X31_x_1X2.2859999999999996,23.0,4.312231719895926,1.8304337667560509,4.410061639293156,1.8719601038119908,4.377454342817795,1.8581191276335196,1.0722987456014321,1.0740618890670188,1.0734735717467214
W8X31_x_1X2.2859999999999996,24.0,4.2735132567503715,1.902690688951569,4.3831012375311476,1.951482401560211,4.349672826284644,1.9365991139689773,1.0753704412886589,1.0774546985044284,1.0768180570862549
W8X31_x_1X2.2859999999999996,25.0,4.234893557195589,1.9747632971915665,4.356086219255522,2.0312763636223043,4.321814767877897,2.015295323388831,1.0784520806120172,1.0808809545821354,1.080192984641852
